"GeneSymbol"	"GeneID"	"# Interactors"
"TIMP3"	"7078"	19.
"TLE1"	"7088"	12.
"TLE2"	"7089"	18.
"TSPAN8"	"7103"	1.
"TMOD1"	"7111"	20.
"C1QA"	"712"	41.
"TNNC2"	"7125"	24.
"TNFAIP1"	"7126"	12.
"TNFAIP3"	"7128"	2.
"TNFRSF1B"	"7133"	16.
"C1QC"	"714"	18.
"TP53"	"7157"	8.
"C1S"	"716"	2.
"TPD52"	"7163"	5.
"TPD52L1"	"7164"	18.
"TPM1"	"7168"	15.
"TRAF1"	"7185"	21.
"CCT3"	"7203"	26.
"TSPYL1"	"7259"	10.
"CAPN5"	"726"	4.
"EIPR1"	"7260"	18.
"TTC1"	"7265"	8.
"DNAJC7"	"7266"	28.
"TTR"	"7276"	8.
"TUBA4A"	"7277"	14.
"C5AR1"	"728"	3.
"TUBB2A"	"7280"	18.
"TULP2"	"7288"	6.
"BORCS8"	"729991"	7.
"TYROBP"	"7305"	35.
"C8A"	"731"	3.
"SUMO1"	"7341"	0.
"C9"	"735"	1.
"UPK2"	"7379"	64.
"UQCRB"	"7381"	7.
"UQCRFS1"	"7386"	13.
"UQCRH"	"7388"	9.
"UROD"	"7389"	7.
"MRPL49"	"740"	256.
"VASP"	"7408"	12.
"VEGFB"	"7423"	12.
"VHL"	"7428"	8.
"VIP"	"7432"	9.
"VIPR1"	"7433"	12.
"VIPR2"	"7434"	73.
"VTN"	"7448"	23.
"NELFA"	"7469"	5.
"WNT5A"	"7474"	9.
"WNT10B"	"7480"	31.
"WNT9A"	"7483"	44.
"XPA"	"7507"	13.
"XRCC4"	"7518"	11.
"YES1"	"7525"	3.
"YWHAB"	"7529"	242.
"LDLRAD4"	"753"	11.
"ZFPL1"	"7542"	10.
"ZNF8"	"7554"	5.
"ZNF22"	"7570"	2.
"ZNF24"	"7572"	12.
"MPPED1"	"758"	5.
"ZSCAN21"	"7589"	6.
"ZNF74"	"7625"	12.
"PCGF2"	"7703"	14.
"ZKSCAN8"	"7745"	8.
"ZSCAN9"	"7746"	5.
"ZNF223"	"7766"	11.
"SLC30A2"	"7780"	46.
"SLC30A4"	"7782"	83.
"ZYX"	"7791"	10.
"PTP4A1"	"7803"	8.
"DAP3"	"7818"	3.
"CACNB1"	"782"	7.
"CACNB3"	"784"	6.
"MOGS"	"7841"	10.
"CXCR4"	"7852"	77.
"SLBP"	"7884"	9.
"PRR14"	"78994"	17.
"CAMKV"	"79012"	56.
"AHNAK"	"79026"	2.
"SPATA5L1"	"79029"	5.
"ST8SIA4"	"7903"	3.
"KXD1"	"79036"	67.
"DSCC1"	"79075"	10.
"C11orf49"	"79096"	15.
"ZSCAN5A"	"79149"	25.
"C1orf35"	"79169"	28.
"FBXL15"	"79176"	9.
"ZNF576"	"79177"	7.
"SLC39A7"	"7922"	108.
"HSD17B8"	"7923"	7.
"NELFE"	"7936"	6.
"PAGR1"	"79447"	11.
"TMEM231"	"79583"	13.
"CALCA"	"796"	3.
"FAM118B"	"79607"	7.
"RIC3"	"79608"	87.
"C1orf54"	"79630"	134.
"PPP1R3B"	"79660"	9.
"DHX40"	"79665"	5.
"ZMAT4"	"79698"	3.
"NOL9"	"79707"	5.
"LIN28A"	"79727"	72.
"KCTD17"	"79734"	30.
"MAFK"	"7975"	5.
"SNIP1"	"79753"	23.
"AGMAT"	"79814"	9.
"ZDHHC11"	"79844"	50.
"TCTN2"	"79867"	7.
"UBA5"	"79876"	13.
"DCAKD"	"79877"	2.
"ZNF212"	"7988"	2.
"HDAC11"	"79885"	20.
"CYBRD1"	"79901"	1.
"TUSC3"	"7991"	6.
"SETD6"	"79918"	51.
"MRM1"	"79922"	19.
"DOK3"	"79930"	5.
"COQ8B"	"79934"	1.
"NOL10"	"79954"	5.
"DSN1"	"79980"	13.
"FRMD1"	"79981"	10.
"POF1B"	"79983"	4.
"STN1"	"79991"	8.
"PSCA"	"8000"	5.
"C10orf88"	"80007"	9.
"MINDY3"	"80013"	4.
"FOXRED2"	"80020"	6.
"NRSN2"	"80023"	10.
"LRRTM4"	"80059"	31.
"CALM1"	"801"	84.
"RPF1"	"80135"	4.
"UXS1"	"80146"	23.
"IFT74"	"80173"	5.
"DBF4B"	"80174"	6.
"TTI2"	"80185"	5.
"RNF34"	"80196"	5.
"MUS81"	"80198"	6.
"FUZ"	"80199"	12.
"FBXO11"	"80204"	9.
"TM2D3"	"80213"	4.
"NAA50"	"80218"	5.
"ACSF2"	"80221"	2.
"RAB11FIP1"	"80223"	2.
"ELL3"	"80237"	13.
"C16orf70"	"80262"	11.
"CDK5RAP3"	"80279"	14.
"WDCP"	"80304"	2.
"FLAD1"	"80308"	2.
"PDGFD"	"80310"	8.
"KLHL15"	"80311"	27.
"LRRC27"	"80313"	8.
"CCDC68"	"80323"	6.
"WDR61"	"80349"	18.
"PDCD1LG2"	"80380"	1.
"FOSL1"	"8061"	21.
"UBXN6"	"80700"	14.
"PRR3"	"80742"	29.
"TSEN2"	"80746"	15.
"THAP7"	"80764"	7.
"B9D2"	"80776"	5.
"CYB5B"	"80777"	10.
"INTS5"	"80789"	8.
"DUSP16"	"80824"	1.
"SETD7"	"80854"	8.
"EGFL8"	"80864"	19.
"CDK2AP1"	"8099"	12.
"TUBB1"	"81027"	6.
"COLEC12"	"81035"	6.
"NPRL3"	"8131"	4.
"GAN"	"8139"	7.
"POLR2M"	"81488"	10.
"GDPD5"	"81544"	82.
"LMAN2L"	"81562"	21.
"NDEL1"	"81565"	21.
"CLPB"	"81570"	8.
"CCDC130"	"81576"	17.
"COL21A1"	"81578"	1.
"ITM2C"	"81618"	147.
"TSC22D4"	"81628"	21.
"CCNL2"	"81669"	11.
"CAMK2D"	"817"	59.
"NUAK2"	"81788"	14.
"SPACA1"	"81833"	6.
"RNF146"	"81847"	11.
"SPRY4"	"81848"	4.
"ST6GALNAC5"	"81849"	4.
"SFXN3"	"81855"	10.
"FAHD1"	"81889"	4.
"GDF5"	"8200"	11.
"CHAF1B"	"8208"	3.
"CAPG"	"822"	1.
"ESS2"	"8220"	21.
"SYN3"	"8224"	5.
"PUDP"	"8226"	2.
"CAPN1"	"823"	8.
"ZRSR2"	"8233"	18.
"CAPN2"	"824"	11.
"NAA10"	"8260"	19.
"LAGE3"	"8270"	21.
"COLQ"	"8292"	5.
"CAPZA2"	"830"	46.
"PICALM"	"8301"	3.
"KLRC4"	"8302"	2.
"ACOX3"	"8310"	2.
"BAP1"	"8314"	19.
"CAPZB"	"832"	47.
"SH3BGRL3"	"83442"	2.
"CDCA3"	"83461"	15.
"CHST9"	"83539"	6.
"NUF2"	"83540"	13.
"BCL2L12"	"83596"	8.
"CCM2"	"83605"	13.
"AMMECR1L"	"83607"	6.
"C18orf21"	"83608"	5.
"FAM167A"	"83648"	32.
"INHBE"	"83729"	18.
"L3MBTL2"	"83746"	10.
"KCNK16"	"83795"	9.
"CASP5"	"838"	2.
"NME5"	"8382"	1.
"SYT16"	"83851"	3.
"CDCA7"	"83879"	3.
"FGFBP2"	"83888"	5.
"STARD3NL"	"83930"	5.
"PIP5K1A"	"8394"	15.
"TATDN1"	"83940"	2.
"TSSK1B"	"83942"	8.
"TSSK6"	"83983"	4.
"NCALD"	"83988"	4.
"TMPRSS13"	"84000"	12.
"SLC25A11"	"8402"	6.
"MND1"	"84057"	9.
"DTNBP1"	"84062"	21.
"TEX35"	"84066"	18.
"PLEKHN1"	"84069"	5.
"MYCBPAP"	"84073"	6.
"TKTL2"	"84076"	5.
"KBTBD7"	"84078"	41.
"RAB6C"	"84084"	3.
"PCGF6"	"84108"	27.
"ANXA9"	"8416"	2.
"ANTXR1"	"84168"	5.
"STX7"	"8417"	18.
"BFSP2"	"8419"	11.
"CIAO2A"	"84191"	45.
"POMK"	"84197"	9.
"BBOX1"	"8424"	10.
"CAMKK1"	"84254"	2.
"POLR3GL"	"84265"	12.
"NOA1"	"84273"	9.
"NICN1"	"84276"	10.
"DNAJC30"	"84277"	82.
"EIF1AD"	"84285"	7.
"CAPNS2"	"84290"	6.
"WDR83"	"84292"	34.
"PRXL2A"	"84293"	1.
"UTP23"	"84294"	20.
"LLPH"	"84298"	0.
"UQCC2"	"84300"	3.
"PYM1"	"84305"	67.
"PDCD2L"	"84306"	5.
"ZNF397"	"84307"	15.
"VPS25"	"84313"	8.
"ACBD6"	"84320"	4.
"ZNF414"	"84330"	9.
"MCRIP2"	"84331"	13.
"DYDC2"	"84332"	2.
"NIFK"	"84365"	11.
"HOOK3"	"84376"	6.
"NCK2"	"8440"	55.
"HHIPL1"	"84439"	15.
"LZTS2"	"84445"	8.
"LCOR"	"84458"	6.
"CUL4B"	"8450"	29.
"JPH4"	"84502"	17.
"DCTN5"	"84516"	10.
"PGBD1"	"84547"	14.
"TMEM185A"	"84548"	5.
"MAK16"	"84549"	6.
"FAXC"	"84553"	38.
"TPST2"	"8459"	10.
"TPST1"	"8460"	6.
"ZGPAT"	"84619"	7.
"KRBA1"	"84626"	18.
"FKBP6"	"8468"	37.
"HINT2"	"84681"	6.
"MCEE"	"84693"	10.
"GPT2"	"84706"	3.
"MGARP"	"84709"	13.
"HDGFL2"	"84717"	47.
"PSRC1"	"84722"	28.
"SPSB2"	"84727"	25.
"PCGF1"	"84759"	8.
"HIRIP3"	"8479"	14.
"PYROXD2"	"84795"	1.
"RAE1"	"8480"	52.
"LRCH3"	"84859"	9.
"KLHL22"	"84861"	47.
"TMEM25"	"84866"	17.
"HAVCR2"	"84868"	30.
"CBR4"	"84869"	2.
"C1orf198"	"84886"	4.
"POMGNT2"	"84892"	33.
"LINGO1"	"84894"	11.
"PLXDC2"	"84898"	3.
"FAM136A"	"84908"	5.
"UTP4"	"84916"	15.
"PPFIBP2"	"8495"	5.
"RELT"	"84957"	6.
"PPFIBP1"	"8496"	7.
"FRMD5"	"84978"	10.
"ARHGAP19"	"84986"	4.
"RBM17"	"84991"	21.
"REPS1"	"85021"	9.
"PIK3R3"	"8503"	13.
"PEX3"	"8504"	7.
"KCNAB2"	"8514"	5.
"IKBKG"	"8517"	5.
"ATCAY"	"85300"	10.
"COPS3"	"8533"	30.
"EAF1"	"85403"	32.
"DNAJC14"	"85406"	4.
"SLC22A16"	"85413"	6.
"BLZF1"	"8548"	6.
"PRKRA"	"8575"	9.
"STK16"	"8576"	4.
"ACTL6A"	"86"	3.
"RUVBL1"	"8607"	41.
"STC2"	"8614"	11.
"RFXANK"	"8625"	5.
"SKAP1"	"8631"	9.
"RTCA"	"8634"	5.
"OASL"	"8638"	22.
"PCDHGB4"	"8641"	22.
"LAMTOR3"	"8649"	15.
"CBFB"	"865"	4.
"DYNLL1"	"8655"	96.
"EIF3F"	"8665"	9.
"EIF3I"	"8668"	7.
"STX11"	"8676"	27.
"HYAL2"	"8692"	4.
"S1PR4"	"8698"	15.
"B4GALT3"	"8703"	3.
"B3GALT2"	"8707"	4.
"PAGE1"	"8712"	9.
"SNX4"	"8723"	4.
"SNX3"	"8724"	7.
"GPAA1"	"8733"	7.
"TNFSF13"	"8741"	25.
"CDS2"	"8760"	4.
"TNFRSF6B"	"8771"	14.
"DLK1"	"8788"	100.
"FGF17"	"8822"	13.
"NRP1"	"8829"	9.
"GGH"	"8836"	12.
"PROZ"	"8858"	10.
"CCKBR"	"887"	23.
"CDC123"	"8872"	4.
"SGPL1"	"8879"	23.
"EIF2B2"	"8892"	19.
"BCL10"	"8915"	2.
"CCNC"	"892"	27.
"TOP3B"	"8940"	3.
"P4HA2"	"8974"	49.
"WNT3A"	"89780"	18.
"STBD1"	"8987"	14.
"TPD52L3"	"89882"	7.
"UBE3B"	"89910"	4.
"RHOT2"	"89941"	4.
"RSPRY1"	"89970"	8.
"DPH6"	"89978"	7.
"ACVR1"	"90"	22.
"UBE3D"	"90025"	2.
"CCDC120"	"90060"	39.
"LACRT"	"90070"	2.
"TAF1C"	"9013"	9.
"EFCAB11"	"90141"	4.
"TAF1A"	"9015"	6.
"EMILIN3"	"90187"	22.
"SNX21"	"90203"	14.
"KIAA2013"	"90231"	21.
"CEACAM21"	"90273"	20.
"FAM110B"	"90362"	11.
"RPL14"	"9045"	10.
"LRRC46"	"90506"	28.
"ZFAND2A"	"90637"	2.
"TGIF2LY"	"90655"	17.
"ASH2L"	"9070"	18.
"SEC11C"	"90701"	11.
"DIRAS3"	"9077"	5.
"SPSB3"	"90864"	6.
"TMSB4Y"	"9087"	1.
"PIGQ"	"9091"	8.
"UNC119"	"9094"	25.
"TBX18"	"9096"	3.
"USP10"	"9100"	3.
"MTMR7"	"9108"	5.
"IGFN1"	"91156"	2.
"PDLIM1"	"9124"	12.
"P2RX6"	"9127"	4.
"BOD1"	"91272"	4.
"CDKN2AIPNL"	"91368"	2.
"BTF3L4"	"91408"	9.
"RCCD1"	"91433"	22.
"ISX"	"91464"	5.
"CD3D"	"915"	5.
"ANKRD44"	"91526"	15.
"SLC28A2"	"9153"	2.
"FIBP"	"9158"	20.
"RPS19BP1"	"91582"	2.
"PLXNA4"	"91584"	6.
"CENPL"	"91687"	1.
"NXPE3"	"91775"	4.
"WDR20"	"91833"	8.
"DDX21"	"9188"	1.
"TTC30A"	"92104"	16.
"AURKB"	"9212"	96.
"TMEM88"	"92162"	32.
"VAPB"	"9217"	67.
"VAPA"	"9218"	39.
"MRPS36"	"92259"	4.
"CD6"	"923"	78.
"RAB11B"	"9230"	13.
"TMEM129"	"92305"	13.
"SPSB4"	"92369"	40.
"TBRG4"	"9238"	7.
"PNMA1"	"9240"	10.
"NOG"	"9241"	1.
"ZNF764"	"92595"	8.
"TIMM50"	"92609"	2.
"MAPKAPK2"	"9261"	5.
"MGME1"	"92667"	6.
"TMEM169"	"92691"	71.
"PIWIL1"	"9271"	6.
"ARRDC1"	"92714"	17.
"BPIFB1"	"92747"	3.
"SHKBP1"	"92799"	5.
"ZNF276"	"92822"	15.
"MARS2"	"92935"	51.
"ACVR2B"	"93"	7.
"OLFM2"	"93145"	16.
"COPS2"	"9318"	50.
"IGSF8"	"93185"	17.
"TRIP4"	"9325"	4.
"GTF3C4"	"9329"	14.
"GTF3C3"	"9330"	8.
"OPALIN"	"93377"	35.
"TCEAL1"	"9338"	16.
"EFTUD2"	"9343"	17.
"ARMC6"	"93436"	117.
"RPL23"	"9349"	2.
"CER1"	"9350"	23.
"FBXO44"	"93611"	7.
"MRFAP1"	"93621"	7.
"ADIPOQ"	"9370"	35.
"CD27"	"939"	48.
"TGFBRAP1"	"9392"	28.
"CD28"	"940"	8.
"GRAP2"	"9402"	14.
"LPXN"	"9404"	37.
"SYAP1"	"94056"	6.
"SFXN5"	"94097"	5.
"CD80"	"941"	96.
"MED21"	"9412"	49.
"FAM189A2"	"9413"	7.
"ARHGAP12"	"94134"	5.
"GNG8"	"94235"	24.
"ECEL1"	"9427"	8.
"TNFSF8"	"944"	30.
"MED17"	"9440"	31.
"QKI"	"9444"	2.
"ITM2B"	"9445"	2.
"LY86"	"9450"	45.
"EIF4E2"	"9470"	8.
"ATG5"	"9474"	5.
"NAPSA"	"9476"	1.
"CHST10"	"9486"	2.
"SCARB2"	"950"	17.
"ADAMTS1"	"9510"	6.
"FXR2"	"9513"	8.
"GDF15"	"9518"	26.
"TECR"	"9524"	1.
"TMEM59"	"9528"	8.
"BAG5"	"9529"	3.
"BAG2"	"9532"	48.
"ENTPD2"	"954"	7.
"APBA3"	"9546"	14.
"CHD1L"	"9557"	3.
"CLOCK"	"9575"	2.
"CD40"	"958"	117.
"MAD2L1BP"	"9587"	12.
"CD44"	"960"	48.
"NFE2L3"	"9603"	5.
"RIN1"	"9610"	13.
"RNF7"	"9616"	32.
"CD53"	"963"	19.
"ISG15"	"9636"	2.
"FEZ1"	"9638"	17.
"IKBKE"	"9641"	5.
"MORF4L2"	"9643"	51.
"HS2ST1"	"9653"	11.
"CD68"	"968"	38.
"CLINT1"	"9685"	10.
"VGLL4"	"9686"	13.
"TMEM63A"	"9725"	11.
"CD79A"	"973"	7.
"SART3"	"9733"	12.
"ADGRE5"	"976"	17.
"EIF4A3"	"9775"	5.
"CDA"	"978"	12.
"DHX38"	"9785"	15.
"TOMM20"	"9804"	5.
"SCRN1"	"9805"	8.
"LCMT2"	"9836"	1.
"GINS1"	"9837"	4.
"GAB2"	"9846"	153.
"SETDB1"	"9869"	4.
"POM121"	"9883"	4.
"OSBPL2"	"9885"	3.
"SEPTIN7"	"989"	11.
"SNAP91"	"9892"	14.
"CDC20"	"991"	24.
"FAM20B"	"9917"	16.
"RNF10"	"9921"	23.
"LPGAT1"	"9926"	5.
"CDC25B"	"994"	4.
"GFPT2"	"9945"	4.
"MVP"	"9961"	5.
"CLEC2B"	"9976"	5.
"THOC1"	"9984"	5.
"DGCR2"	"9993"	54.
